ID,Quelle,Thema,Befund,Art,Referenzstelle,Geprueft,Bewertung,Empfehlung,Meilenstein,Prioritaet,Status,Blockiert durch
FB-154,M5-Planung,"Der M5-Exit haengt an 14.7, und 14.7 uebersetzt nicht — aus drei Gruenden ohne Hardware","`EX-14.7` steht als blockiert durch Board 2. Das Referenzbeispiel selbst (definition.md 14.7, Zeilen 2458-2574) uebersetzt aber heute nicht, und keiner der Gruende ist Hardware. (1) 5.2 verlangt „genau ein `initial` je Verschachtelungsebene mit Kindern""; das Beispiel schreibt `initial SELFTEST` auf Maschinenebene, waehrend SELFTEST ein Kind von ACTIVE ist und ACTIVE kein eigenes `initial` hat. SC-8 lehnt das ab — die Pruefung folgt der Regel, das Beispiel nicht. (2) Die Bibliotheksbloecke `rising()` und `integrate[U]` aus 11.4 (LIB-rising, LIB-integrate, M6 offen) gibt es nicht; `prelude.takt` traegt bislang keinen einzigen Block, nur `clamp` und `lerp`. (3) Das Beispiel ruft `rising(charger)` wie eine Funktion in einem `if`; 11.4 fuehrt `rising` als Block, und ein Block braucht eine Instanz, deren `step` die Implementierung nur als Anweisung zulaesst — `if chg_edge.step(charger):` wird abgelehnt, `charge_as = coulomb.step(...)` nicht. Die Referenz nennt diese Anweisungsregel nicht ausdruecklich. Nebenbefund: `07_embedded_field.takt` ist nicht 14.7, sondern ein Feature-Mix mit 14.8-Anteilen (u32[B], Jobs, sha256); das Register hat fuer 14.7 keine Korpusdatei und keinen Golden-Trace.",Planung,14.7; 5.2; 11.4; plan.md 4 (M5-Exit),"Beispiel woertlich aus der Referenz extrahiert und mit `takt check` gefahren: SC-8 zweimal, SC-2 fuer `rising`, `integrate`, `coulomb`. Mit korrigiertem `initial` und zwei provisorischen Bloecken in der Syntax von `04_blocks_and_multirate.takt` bleibt genau ein Fehler, und der liegt an der Aufrufform von `rising` — alles andere (persist, idle, table, System-Channels `sys/image_state`, `Edge`-Muster, `after 7 d`) uebersetzt.","Der M5-Exit ist damit nicht nur durch Board 2 blockiert, sondern durch zwei Bibliotheksbloecke und zwei Referenzfragen — und die stehen alle in M6 oder nirgends. Die Entscheidung aus m5.md 3.6, nur `persist` und `idle` vorzuziehen, war nach dem Wortlaut des Beispiels unvollstaendig: Sie hat die Bibliothek nicht mitgezaehlt, weil 14.7 sie stillschweigend voraussetzt. Das ist genau der Fall, vor dem plan.md 1 bei Vorgehen D warnt — Features zwischen den Beispielen fallen durch. Hier fielen sie *im* Beispiel durch, weil niemand es woertlich uebersetzt hat.","Behoben 2026-09-16, anders als vorgeschlagen: (1) Das Beispiel traegt jetzt `initial ACTIVE` und `initial SELFTEST` in ACTIVE — die Regel aus 5.2 bleibt. (2) `rising`, `falling` und `integrate[U]` stehen im Prelude, in Takt geschrieben, sodass Interpreter und Codegen sie aus einer Quelle uebersetzen (Prinzip 4). (3) Der dritte Punkt war falsch gerahmt: 5.7 definiert `if rose(start):` ausdruecklich als anonyme Instanz je Aufrufstelle. Also musste nicht das Beispiel instanziieren, sondern das Sema die anonyme Form koennen. Sie entsteht ohne neuen MIR-Knoten — eine versteckte Instanz auf Maschinenebene und `tmp = inst.step(args)` vor der umgebenden Anweisung; Ausdruecke bleiben seiteneffektfrei (4.4). Erlaubt nur in Anweisungen (nicht in Guards) und nicht in `for`-Schleifen, wie 5.7 es verlangt; neun Tests in `blocks.rs`, darunter die Gleichheit der Traces von anonymer und benannter Form. Ergebnis: Das Referenzbeispiel 14.7 uebersetzt im Wortlaut, laeuft im Interpreter mit Plant-Modell und zwei Golden-Szenarien (`corpus-try/sim/14_7`), und Satz 9.4.1 gilt auch dort (permutierte Schrittfolge). Nativ fehlt ihm genau ein Konstrukt: das Record-Muster `when button matches Edge(rising = true) as e` — der Codegen senkt Muster nur als Text, und Record-Elemente haben im Byte-Ring noch keine Form. Das steht in `examples.rs` unter OPEN und in den Abnahmegrenzen (`LIMITS`); der Codegen bekam unterwegs `round`/`floor`/`ceil` mit Fault-Pfad und `abs` auf Floats. Der M5-Exit haengt damit an Board 2 und an dieser einen Codegen-Luecke, nicht mehr an der Bibliothek.",M5,hoch,behoben 2026-09-16,
FB-155,M6-Planung,Die v1.1-Positionen sind nicht unabhaengig,"plan.md 4 begruendet M6 als Vertikalen, „weil diese Features voneinander unabhaengig sind“, und definition.md 15 sagt: „jede Position ist unabhaengig von den anderen“. Beim Planen von M6 zeigt der Abhaengigkeitsgraph aus Referenz und Code sechs Ketten: Bibliothek (Ganzzahleinheiten, `[const N]`, Bloecke), Test (Szenarien, `takt test`, Coverage, Kampagnen, Stromausfall-Kampagne), Nachweis (`property`, `assumption`, Monitore, `prove`, Vertraege), Ausfuehrung (Jobs, Chunk-Natives, Projekt-Natives, 14.8), Ordnung (`follows`, Pruefung 33, Schrittordnung, 9.4.1) und Eingaben (Tunables, Stimulus, Replay).",Planung,plan.md 4; 15 (Stufenplan),"Je Konstrukt den Stand in Parser, MIR, Sema, Interpreter, Codegen und Runtime erhoben (vier Erhebungen, Fundstellen in plan/m6.md 0.1 und 3) und die Voraussetzungen aus der Referenz daneben gelegt: `takt test` fuehrt Szenarien aus (13.6), Kampagnen sammeln Verdikte und Coverage (13.7, 13.2), `prove` beweist Eigenschaften (13.3), `reader`/`writer` brauchen `[const N]` (3.12), `pid_i` braucht Ganzzahleinheiten (3.2).","Die Aussage gilt fuer die Sprachstufe — kein Konstrukt setzt ein anderes syntaktisch voraus, und jedes v1-Programm bleibt gueltig. Fuer die Arbeit gilt sie nicht: Ein Plan, der die Positionen als unabhaengig behandelt, baut `takt test` vor den Szenarien oder `prove` vor den Monitoren. Der Befund aendert die Reihenfolge, nicht die Referenzsemantik.","Entworfen in plan/m6.md 1.2 und 2.1: fuenf Straenge (Typen und Bibliothek, Ausfuehrung und Plattform, Zeit und Ordnung, Test und Nachweis, Analyse), innerhalb geordnet, untereinander parallel; fuer eine Person eine verzahnte Folge (Abschnitt 5). In plan.md 4 und definition.md 15 ist ein Satz nachzuziehen: unabhaengig als Sprachstufe, geordnet als Arbeit.",M6,mittel,entworfen 2026-09-16,
FB-156,M6-Planung,`pulse_counter` ist nach 5.7 nicht schreibbar,"11.4 fuehrt `block pulse_counter()  step(edges: stream) -> int`. Ein Block hat nach 5.7 kein I/O und liest keine Channels; einen Strom als Parameter gibt es in der Grammatik nicht (`param := IDENT "":"" type`, und `stream<E>` ist ein Channel-Typ, kein Wertetyp). Der Eintrag ist damit heute nicht als Takt-Code schreibbar, obwohl er in der Bibliothek steht.",Widerspruch,11.4; 5.7; 2.3 (`param`),"Beim Planen der Bibliothek (plan/m6.md 2.9, Schritt 5) an der Signatur gescheitert; die uebrigen 21 Eintraege sind mit Bloecken, `T?`, `[U]` und `[const N]` schreibbar.","Der Zaehler selbst ist trivial; nur die Uebergabe des Stroms ist es nicht. Ein Strom als Blockparameter waere ein neuer Typbegriff mit Cursor-Fragen (wer konsumiert?) — genau die Sorte zweiter Begriff, die 8.6 vermeidet.","Referenz aendern, nicht die Sprache: `block pulse_counter()  step(n: int) -> int`, gerufen mit `s.count` je Tick. Zaehlt dasselbe, bleibt ein Block, braucht keinen neuen Typ. Mit Schritt 5 der M6-Folge umzusetzen, sobald die Aenderung bestaetigt ist. Behoben 2026-09-16 (M6 Schritt 5): `block pulse_counter()  step(edges: int) -> int`, je Tick mit `s.count` gerufen; 11.4 nennt die Form, der Golden-Trace `corpus-try/sim/11_4` treibt sie.",M6,niedrig,behoben 2026-09-16,
FB-157,M6-Umsetzung,Der maschinenweite `loop:` lief im Interpreter nicht im Tick 0,"Der differentielle Test von `36_int_units.takt` zeigte fuenf Abweichungen im Tick 0: Der erzeugte Code fuehrt den maschinenweiten `loop:` beim ersten Eintritt im Entry-Modus aus (`emit_init` nimmt `m.loop_block` in die Kette), der Interpreter nur im Modus RUN — im Tick 0 also gar nicht. Bis dahin unbemerkt, weil kein Korpusprogramm mit maschinenweitem `loop:` im Tick 0 einen Output berechnete, der vom `safe`-Wert abweicht.",Fehler,"1.5; 5.1; 5.2 (Regel 4); 9.3 (`exec_chain`, `entered`)","9.3 fuehrt den maschinenweiten `loop:` als `loop(root)` der Kette `root ⊂ s1 ⊂ … ⊂ sn` (5.1); `entered(C_old, C_new)` umfasst beim ersten Eintritt (C_old leer) die ganze Kette einschliesslich `root`. Der Codegen las das so, der Interpreter behandelte `root` als Sonderfall. Beim Nachziehen zeigte sich ein zweiter Rand: 14.2 faultete im Tick 0, weil seine Modell-Outputs ohne `safe` den Default 0 V liefern und der Treiberrand (12.6) das als `Bad` ausserhalb der Range einstuft — der Konformitätsrahmen markierte denselben Wert bisher unbesehen `Good`.","Dreierlei: (1) Der Interpreter fuehrt `loop(root)` beim ersten Eintritt im Entry-Modus aus, wie 9.3 es sagt; 1.5 nennt es jetzt ausdruecklich. (2) Der Konformitaetsrahmen prueft beim Binden eines `sim`-Outputs an einen Input die deklarierte Range und setzt sonst `Bad` — dieselbe Regel wie der Interpreter; `max_slew`/`debounce` bleiben dort offen. (3) 14.2 traegt an seinen Modell-Outputs den Anfangszustand der Strecke als `safe` (22 degC, 3.9 V), wie 14.7 seit FB-154. Einzige Traceaenderung im Korpus: 14.6 zeigt `i_dut_sim` schon im Tick 0.","Behoben in `takt-interp/src/machine.rs` (`switch`, `first_entry`), `takt-conformance/src/harness.rs` (`range_check`), `definition.md` 1.5 und 14.2, `corpus-try/sim/14_2/program.takt`; Golden 14.6 neu.",M6,hoch,behoben 2026-09-16,
FB-158,M6-Umsetzung,Vorlagen der Bibliothek sahen den Dateibereich des Nutzers,"Generische Funktionen und Bloecke werden bei der ersten Verwendung instanziiert, und das geschah im Dateibereich des Nutzers: Ein Programm mit einem Input `x` konnte `hysteresis` nicht instanziieren, weil dessen `step(x: ...)` mit dem Input kollidierte (`x ist schon definiert`, Festlegung 5); umgekehrt sah `pid` ein `clamp` des Nutzers statt des eigenen. Bis dahin unbemerkt, weil kein Korpusprogramm einen Namen der Bibliotheksparameter trug.",Fehler,"2.5 (Verdeckung, Festlegung 5); 3.12 (Instanziierung); 11.4","2.5 erlaubt dem Nutzer, Prelude-Namen zu verdecken, und Festlegung 5 verbietet Verdeckung innerhalb eines Programms; beides setzt lexikalische Bereiche voraus: Ein Rumpf sieht, was an seiner Definitionsstelle sichtbar ist, nicht was an der Aufrufstelle steht.","Ein Fehler der Sema, keiner der Referenz. Das Prelude ist jetzt ein eigener aeusserer Rahmen unter dem Dateirahmen; eine Vorlage aus dem Prelude wird ueber dem Prelude-Rahmen allein instanziiert, eine des Nutzers ueber beiden. Warnungen aus dem Rumpf einer Bibliotheksvorlage erreichen den Nutzer nicht, ein Fehler dort steht als interner Fehler an der Aufrufstelle.","Behoben in `takt-sema/src/symbols.rs` (`detach_inner(keep)`), `lower/generics.rs` (`with_env`, `library_diags`) und `lower/mod.rs` (`run`: eigener Dateirahmen). Tests `a_user_name_does_not_collide_with_library_parameters` und `the_library_uses_its_own_helpers` in `takt-sema/tests/stdlib.rs`.",M6,hoch,behoben 2026-09-16,
FB-159,M6-Umsetzung,Der erzeugte Code initialisierte Blockinstanzen nicht und nahm ihr step-Flag nie zurueck,"Der differentielle Test von `36_int_units.takt` mit `lowpass_i` und `pid_i` zeigte drei Luecken im Codegen: (1) `<m>_init_vars` uebersprang Blockinstanzen — Parameter und Zustandsvariablen blieben auf der Null des Speichers, `tau` war 0 und jede Verstaerkung 0; (2) das `stepped`-Flag (5.7) wurde gesetzt, aber nie zurueckgenommen — `step` lief nativ genau einmal; (3) `tick` war ausserhalb einer Maschine ein NotYet, und ein uebersprungenes Blockverfahren wurde nicht gemeldet, sodass erst der Linker das fehlende Symbol fand. Bis dahin unbemerkt, weil `18_blocks.takt` seinen Zaehler nur mit einem Command steppt, den der Test nie sendet, und kein Korpusprogramm einen Block mit Parametern durch den Codegen trieb.",Fehler,5.7; 9.4.4; 11.2,"9.4.4: Der Interpreter ist die Spezifikation — `instantiate_block` wertet die Argumente im Maschinenkontext aus und die Initialwerte im Rahmen der Instanz, `step_m` nimmt das Flag je Aktivierung zurueck.","Drei Fehler des Codegens, keiner der Referenz. Die Initialisierung folgt jetzt dem Interpreter (Parameter, dann Zustand im Kontext der Instanz, Flag zurueck), `reset()` nutzt denselben Helfer, das Flag geht zu Beginn jeder Schrittfunktion zurueck, `tick` ist in jedem Kontext die Konstante des Programms, und ein uebersprungenes Blockverfahren steht in `Lowered::skipped`.","Behoben in `takt-llvm/src/step.rs` (`init_instance`, `clear_stepped`), `block.rs` (`init_state`), `fns.rs` (`BlockVars::of_instance`), `expr.rs` (`Vars::builtin`) und `lower.rs`. `36_int_units.takt` treibt beide Integer-Bloecke durch den differentiellen Test.",M6,hoch,behoben 2026-09-16,
FB-160,M6-Umsetzung,Sichtbarkeit eines Job-Handles,"4.5 sagte „ein Job-Handle ist zustandslokal oder Maschinenvariable\“, nannte aber keine Deklaration dafuer: `job v = f(args)` ist die einzige Stelle, die ein Handle einfuehrt, und sie steht in einem Block (Sequenz, Aktionsblock). Ein Handle, das in einem anderen Zustand gelesen werden soll, hat keine Form.",Luecke,4.5; 2.5 (Sichtbereiche),"Die Faelle der Referenz (14.8, 07) lesen `v.done`/`v.result` in derselben Sequenz, in der `job` steht.","Fuer v1.1 genuegt: Das Handle lebt in der Maschine (Slot statisch, `Layout::job_slots`) und ist in dem Block sichtbar, in dem `job` steht; 4.5 sagt es jetzt so. Eine zustands- oder maschinenweite Sicht braeuchte eine Deklaration (etwa `var v : job` oder `job v` auf Maschinenebene) und kommt, wenn ein Programm sie braucht.",Umgesetzt 2026-09-16 (M6 Schritt 8) mit der engeren Regel; 4.5 nachgezogen.,M6,mittel,umgesetzt 2026-09-16,
FB-161,M6-Umsetzung,Ein `param` in einer Kapazitaet uebersetzte mit seinem Default,"`var buf : bytes<N> = default` mit `param N : int in 1..64 = 8` uebersetzte ohne Meldung zu `bytes<8>`: `const_int` faltete den Ausdruck, und `fold` setzt fuer einen Parameter seinen Default ein — richtig fuer Profile und Anfangswerte, falsch fuer eine Konstante. Bis dahin unbemerkt, weil kein Korpusprogramm einen Parameter als Kapazitaet benutzte; Pruefung 35 (Tunables) machte es sichtbar.",Fehler,8.4 (`param` ist zur Compile-Zeit unbekannt); Pruefung 35,"8.4: „`param` ist zur Compile-Zeit unbekannt, aber typ- und range-geprueft.“ Eine Kapazitaet ist eine Compile-Zeit-Konstante (3.9).","Ein Fehler der Sema. `const_int` prueft jetzt vor dem Falten, ob der Ausdruck einen Parameter traegt: `param` ergibt `zur Compile-Zeit unbekannt (8.4)`, `tunable param` Pruefung 35.","Behoben in `takt-sema/src/lower/mod.rs` (`const_int`, `first_param`); Test `a_tunable_is_no_compile_time_constant` in `takt-sema/tests/tunables.rs`, Pruefkorpus `checks/SC-35`.",M6,hoch,behoben 2026-09-16,
FB-162,M6-Umsetzung,Eine `line` war nie gleich einem `str`-Literal,"`e.text == ""a""` an der Bindung eines `stream<line<16>>` war im Interpreter immer falsch: Die Sema laesst den Vergleich zu, der Interpreter verglich `Value::Line` mit `Value::Str` als verschiedene Varianten. Gefunden beim Test des Handler-Guards (FB-14).",Fehler,8.6 (line); 4.4 (Vergleich),"Eine `line` ist ihr Text; `truncated` ist ein Flag der Lieferung, kein Teil des Werts.","Ein Fehler des Interpreters. `value::same` vergleicht Text mit Text, alles andere wie bisher; `==` und `!=` gehen darueber.","Behoben in `takt-interp/src/value.rs` (`same`), `eval.rs`, `arith.rs`; Test `the_guard_selects_the_handler`.",M6,mittel,behoben 2026-09-16,
FB-163,M6-Umsetzung,Eine Maschinenvorlage im Prelude stand in jedem Programm,"`register_machine` legte fuer jede Vorlage sofort einen Eintrag `MachineKind::Template` mit ihren Variablen an. Mit `flash_model` im Prelude bekam damit jedes Programm eine erste Maschine `flash_model` — vor den eigenen — und `takt size` rechnete ihre 73 KB (die `map` der Chunks) in jedes Budget, auch ohne Instanz; zudem zaehlte `size` die Platzhalter auch der Vorlagen aus der Nutzerdatei, obwohl ihr Rumpf nur in den Instanzen liegt.",Fehler,5.8 (Vorlagen); 11.5 (Speicherbudget),"Der Platzhalter ist eine Beschreibung der Vorlage, kein Speicher; das Prelude darf ein Programm nicht veraendern, das es nicht nutzt.","Eine Vorlage aus dem Prelude bekommt ihren Eintrag erst mit der ersten Instanz (`MachineTemplate.id: Option`), unmittelbar vor ihr; Vorlagen der Nutzerdatei bleiben, wo sie waren. `size` ueberspringt `Template`-Eintraege (Zustaende, sched-Warteschlangen, Scratch).","Behoben in `takt-sema/src/lower/machine.rs` (`template_entry`), `collect.rs`, `takt-mir/src/analysis/size.rs`; Test `the_library_template_appears_only_when_instantiated`.",M6,hoch,behoben 2026-09-16,
FB-164,M6-Umsetzung,`push`-Marken einer Maschine kollidierten mit denen einer Funktion,"`method_call` im Maschinenkontext nummerierte `push{n}`/`append{n}` mit dem Zaehler der Maschine, ohne Maschinennamen; Funktionen nehmen den Modulzaehler. Mit `flash_blank` (ein `push` in einer Schleife) im Prelude standen in `13_framing` zwei `push5:` in einem Modul. LLVM erlaubt das je Funktion, der Test `every_label_in_the_generated_ir_is_unique` nicht — derselbe Befund wie FB-72.",Fehler,13.8 (Codegen),"Marken sind modulweit eindeutig, damit ein Blick in die IR eindeutig ist.",Der Maschinenkontext nimmt fuer Sammlungsmethoden und den Step-Waechter der Bloecke den Modulzaehler (`m.next_label()`).,"Behoben in `takt-llvm/src/stmt.rs` (`method_call`, Block-Step).",M6,niedrig,behoben 2026-09-16,
FB-165,M6-Umsetzung,Der COFF-Zeitstempel machte Objektdateien zeitabhaengig,"`the_same_ir_yields_the_same_object` schlug unter Last fehl und lief allein durch: Dieselbe IR ergab zwei Objekte gleicher Groesse, verschieden in Byte 5 bis 8 — dem `TimeDateStamp` des COFF-Kopfes, den LLVM auf Windows-Zielen fuer den inkrementellen Linker von MSVC mit der Uhr fuellt. `SOURCE_DATE_EPOCH = 0` erreicht ihn nicht. Allein fielen beide Uebersetzungen in dieselbe Sekunde.",Fehler,11.3 (reproduzierbare Builds),"11.3 verlangt „keine Zeitstempel oder Pfade im Binary“; der Test hatte recht, die Flags nicht.","`Clang::deterministic` gibt `-mno-incremental-linker-compatible` mit: Dann schreibt LLVM null. Auf ELF ohne Wirkung, darum ohne Fallunterscheidung.","`Clang::deterministic` gibt `-mno-incremental-linker-compatible` mit: Das Objekt traegt null, und lld schreibt beim Linken im reproduzierbaren Modus (`/Brepro`) einen Hash des Inhalts statt der Uhr in den PE-Kopf. Auf ELF ohne Wirkung, darum ohne Fallunterscheidung. Der Test uebersetzt zweimal im Abstand einer Sekunde statt auf null zu bestehen.",M6,hoch,behoben 2026-09-16,
FB-166,M6-Umsetzung,"14.8 und 12.7: `boot_jump` mit `safe = NONE` an `u8`, Slot 0 waere kein Sprung","Die Referenz schrieb `output boot_jump : u8 @ hw(""sys/jump"") with safe = NONE` (12.7 und 14.8) und `boot_jump = idx as u8`: `NONE` ist kein `u8`, und ein Sprung in Slot 0 waere vom Safe-Wert nicht zu unterscheiden — die Runtime beendet den Lauf bei einem Wert ungleich null. Dazu nannte 14.8 ein eigenes `FlashCmd` mit `len` und `u32[B]`, waehrend die kuratierte Vorlage `flash_model` das Prelude-Enum mit `size` und Bytezaehlung ohne Einheit verlangt.",Fehler,"12.7, 14.8, 8.11",Der Safe-Wert ist 0 und heisst kein Sprung; ein Sprung in Slot k schreibt k + 1. Das Beispiel nutzt die kuratierten Namen.,"Referenz nachgezogen: `safe = 0`, `boot_jump = (idx + 1) as u8`, `FlashCmd` aus dem Prelude mit `size`, Adressen ohne Einheit; `corpus-try/sim/14_8/` ist der Wortlaut.",Nachgezogen 2026-09-16 (M6 Schritt 17).,M6,mittel,behoben 2026-09-16,
FB-167,M6-Umsetzung,Szenario-Namen mit Leerzeichen brechen die Trace-Zeilen,"`scenario ""no image""` ergibt Zeilen wie `verify no image ok ""…""`; T1 trennt Felder mit Leerzeichen, der Leser findet kein Anfuehrungszeichen. Ein Golden-Trace mit einem solchen Szenario liest sich nicht zurueck (`every_golden_trace_round_trips`), `replay` und `verify-trace` scheitern daran ebenso.",Fehler,"13.6, grammar/trace.md T1",Ein Maschinenname im Trace ist ein Wort. Die Grammatik erlaubt fuer Szenarien eine Zeichenkette.,"Entweder die Sema bildet den Namen auf ein Wort ab (`no image` -> `no_image`, `takt test --scenario` nimmt beide Formen) oder der Trace zitiert Namen mit Leerzeichen. Bis dahin: Szenario-Namen ohne Leerzeichen im Korpus (`14_8`).","Offen; klein, gehoert zu 13.6.",M7,niedrig,"behoben 2026-09-16 (M6 Schritt 27): der Maschinenname eines Szenarios ist der String mit `_` statt Leerraum (`takt_mir::machine::scenario_name`), 13.6 und trace.md T1 nennen die Regel; `--scenario` nimmt beide Schreibweisen",
FB-168,M6-Umsetzung,Im Tick 0 holte kein Treiber ab,"Interpreter und C-Rahmen leerten den Sendepuffer erst ab Tick 1 (`step`); ein `send` in `enter` eines Anfangszustands lag bis zum naechsten Tick, und der Trace zeigte im Tick 0 keine `out <strom>`-Zeile. Gefunden mit den Szenarien von 14.8, die den Flash im Tick 0 fuellen: Ihr Seed kam einen Tick spaeter, hinter dem ersten `READ`.",Fehler,"8.8, 9.4","Tick 0 ist ein Tick: Ausgaben werden committet, der Treiber holt seine Rate ab.","`Sim::init` leert die Sendepuffer wie `step` (`drain_tx`), der Writer zeigt die Bytes im Tick 0, der Rahmen ruft `takt_tx_commit(0)`.","Behoben in `takt-interp/src/system.rs`, `run.rs`, `takt-conformance/src/harness.rs`; kein Golden hat sich geaendert.","Behoben in `takt-interp/src/system.rs`, `run.rs`, `takt-conformance/src/harness.rs`; kein Golden hat sich geaendert, ein Test (`an_output_stream_appears_as_the_driver_takes_it`) erwartete das erste Byte einen Tick zu spaet.",mittel,behoben 2026-09-16,
